timestamp:integer,:START_ID,relation:TYPE,:END_ID
279546581,1010932603,guarantees,1011144780
279546582,1011104715,guarantees,1011813816
279546586,1011272984,guarantees,1012142504
279546590,1011390669,guarantees,1011390669
279546591,1011150351,guarantees,1011517104
279546593,1011471613,guarantees,1012380926
279546594,1011588109,guarantees,1012022623
279546596,1011030531,guarantees,1011030531
279546598,1011048417,guarantees,1010946125
279546600,1010866767,guarantees,1011721830
279546601,1011251116,guarantees,1012472796
279546602,1011420133,guarantees,1011420133
279546604,1011455696,guarantees,1002980370
279546605,1011548794,guarantees,1011430996
279546606,1011776222,guarantees,1012127053
279546607,1011354038,guarantees,1012411400
279546608,1011304680,guarantees,1011795340
279546609,1011448839,guarantees,1011459252
279546610,1011366245,guarantees,1012417831
279546611,1011762611,guarantees,1011762611
279546612,1011750192,guarantees,1011211698
279546613,1011844595,guarantees,1011844730
279546614,1011380455,guarantees,1011892909
279546617,1011738638,guarantees,1001020365
279546620,1011468145,guarantees,1011944952
279546622,1011283765,guarantees,1006631269
279546623,1011528083,guarantees,1011665844
279546625,1011407790,guarantees,1011031263
279546627,1011870432,guarantees,1011168301
279546628,1011468711,guarantees,1011268409
279546629,1011412674,guarantees,1012093211
279546639,1011736080,guarantees,1012052063
279546643,1011970864,guarantees,1012330961
279546645,1011749761,guarantees,1012072477
279546646,1011929322,guarantees,1012133796
279546649,1011981953,guarantees,1011534957
279546650,1011738577,guarantees,1011821354
279546652,1011571967,guarantees,1012019273
279546653,1011594533,guarantees,1012874237
279546654,1011750320,guarantees,1011912432
279546655,1011581104,guarantees,1012640949
279546657,1011767459,guarantees,1011621091
279546658,1010161080,guarantees,1011216952
279546659,1011989620,guarantees,1004169700
279546660,1012032039,guarantees,1012030265
279546661,1011868183,guarantees,1011868183
279546664,1012077094,guarantees,1012189319
279546665,1011816758,guarantees,1005029794
279546667,1011780800,guarantees,1010796974
279546669,1011772522,guarantees,1011988304
279546670,1011836016,guarantees,1011840726
279546674,1012081775,guarantees,1012081775
279546677,1011933593,guarantees,1012200310
279546679,1012253442,guarantees,1011382166
279546680,1011933593,guarantees,1011954862
279546683,1011928225,guarantees,1012408353
279546685,1011095937,guarantees,1011111989
279546687,1009490223,guarantees,1011397575
279546688,1011866251,guarantees,1011132589
279546690,1012183735,guarantees,1011863634
279546692,1012133276,guarantees,1012133276
279546693,1011995405,guarantees,1012249858
279546696,1012282278,guarantees,1010864983
279546697,1011868084,guarantees,1010834654
279546698,1009490223,guarantees,1012605532
279546701,1011956275,guarantees,1008585624
279546702,1011993529,guarantees,1011994730
279546703,1011458754,guarantees,1012347195
279546704,1011345711,guarantees,1011487306
279546708,1012028301,guarantees,1012028301
279546709,1011932922,guarantees,1011908267
279546710,1011989620,guarantees,1011966014
279546711,1012253442,guarantees,1012249858
279546713,1012320124,guarantees,1012438333
279546715,1011970816,guarantees,1012430579
279546717,1011529165,guarantees,1011629060
279546721,1012355613,guarantees,1011826419
279546723,1012251768,guarantees,1003748855
279546724,1012015283,guarantees,1011926209
279546727,1012398581,guarantees,1012256522
279546729,1012415837,guarantees,1012254346
279546730,1012489698,guarantees,1011728372
279546733,1011671664,guarantees,1011871172
279546735,1012414926,guarantees,1011732027
279546736,1012125077,guarantees,1011741475
279546738,1012183735,guarantees,1012539762
279546739,1012314812,guarantees,1012636966
279546741,1012137781,guarantees,1011498293
279546742,1012480330,guarantees,1011921161
279546745,1012558056,guarantees,1012426243
279546746,1012282278,guarantees,1010837000
279546747,1012337997,guarantees,1012465078
279546749,1011529165,guarantees,1012257579
279546752,1011816758,guarantees,1012620324
279546753,1012633321,guarantees,1002763117
279546755,1011719445,guarantees,1012279980
279546757,1011894632,guarantees,1011239994
279546758,1012314812,guarantees,1011912862
279546759,1012407294,guarantees,1012407294
279546760,1011730701,guarantees,1011733141
279546761,1012673873,guarantees,1011868183
279546762,1012141629,guarantees,1011493602
279546766,1011706652,guarantees,1011668207
279546767,1011794887,guarantees,1012134337
279546768,1012593476,guarantees,1012082256
279546769,1012407294,guarantees,1011841074
279546771,1012534406,guarantees,1012788013
279546773,1012865970,guarantees,1012492316
279546774,1011888145,guarantees,1004385857
279546775,1011598931,guarantees,1012014383
279546776,1011754967,guarantees,1012627697
279546777,1012869849,guarantees,1002126336
279546780,1012738182,guarantees,1012533892
279546784,1011970816,guarantees,1012428436
279546786,1012299646,guarantees,1011680104
279546790,1011877866,guarantees,1011877866
279546791,1012006298,guarantees,1011070991
279546795,1012578655,guarantees,1011108820
279546796,1012767980,guarantees,1012877942
279546799,1011847580,guarantees,1007654287
279546801,1011567240,guarantees,1010773978
279546805,1011977891,guarantees,1004201253
279546806,1012139227,guarantees,1012534707
279546808,1012006041,guarantees,1012016143
279546809,1012019619,guarantees,1012019619
279546813,1012869886,guarantees,1001186677
279546814,1011864050,guarantees,1012357357
279546815,1012262691,guarantees,1012382775
279546817,1011765049,guarantees,1012136625
279546819,1011923433,guarantees,1012769947
279546820,1011992355,guarantees,1011489424
279546821,1011986983,guarantees,1011306971
279546827,1012323014,guarantees,1012203845
279546828,1012414926,guarantees,1012283218
279546830,1012815697,guarantees,1012815697
279546832,1012254832,guarantees,1012254832
279546833,1012314812,guarantees,1012353144
279546836,1012493500,guarantees,1012493500
279546837,1012679533,guarantees,1010833985
279546838,1012872172,guarantees,1011724307
279546841,1012578655,guarantees,1012879133
279546842,1012734522,guarantees,1007581931
279546843,1012866018,guarantees,1000878614
279546845,1012365474,guarantees,1012365474
279546848,1012022508,guarantees,1012437963
279546850,1012536323,guarantees,1011967942
279546853,1012575984,guarantees,1011743365
279546854,1012765059,guarantees,1012442736
279546858,1012381864,guarantees,1001538785
279546859,1012041388,guarantees,1011316750
279546860,1012314812,guarantees,1011070719
279546862,1012253442,guarantees,1011510470
279546864,1012739564,guarantees,1012739564
279546865,1012869109,guarantees,1011536200
279546869,1012412884,guarantees,1012052961
279546870,1011989620,guarantees,1012824946
279546871,1012051896,guarantees,1011298488
279546873,1012444466,guarantees,1011784988
279546874,1012300572,guarantees,1012428746
279546875,1012358173,guarantees,1012354478
279546877,1012468900,guarantees,1011049239
279546879,1012804015,guarantees,1011684214
279546881,1012724237,guarantees,1002172418
279546882,1012869849,guarantees,1012369153
279546883,1012140891,guarantees,1010748120
279546884,1012767980,guarantees,1001906786
279546885,1012251212,guarantees,1012249961
279546886,1012314812,guarantees,1011944218
279546887,1011864050,guarantees,1012120961
279546888,1011951794,guarantees,1011951794
279546890,1012478659,guarantees,1012622494
279546892,1012332987,guarantees,1012332987
279546893,1012746119,guarantees,1011755345
279546894,1012877869,guarantees,1012632822
279546896,1012427527,guarantees,1011883176
279546897,1012568053,guarantees,1012723270
279546899,1000924089,guarantees,1005403729
279546902,1009324583,guarantees,1011863231
279546906,1011483318,guarantees,1012098188
279546908,1011363201,guarantees,1011455510
279546909,1011749761,guarantees,1012051103
279546910,1011805317,guarantees,1011798294
279546912,1011944228,guarantees,1012068643
279546914,1011905992,guarantees,1012870777
279546916,1012140891,guarantees,1011874618
279546918,1012332713,guarantees,1012063803
279546919,1012414958,guarantees,1011776955
279546923,1001355289,guarantees,1011585079
279546924,1003092528,guarantees,1012757362
279546925,1006020198,guarantees,1006020198
279546926,1008987335,guarantees,1010440242
279546930,1011266456,guarantees,1011266456
279546932,1011529165,guarantees,1010996794
279546934,1011749761,guarantees,1012125539
279546935,1011825954,guarantees,1011910976
279546936,1011888145,guarantees,1011214141
279546938,1011977990,guarantees,1012429727
279546939,1012035663,guarantees,1012062145
279546941,1012253442,guarantees,1010833985
279546943,1012364892,guarantees,1010774839
279546945,1012447542,guarantees,1011696334
279546947,1012864732,guarantees,1012447744
279546949,1001500667,guarantees,1011824454
279546951,1002461918,guarantees,1011304447
279546953,1004137732,guarantees,1012399783
279546954,1003631665,guarantees,1012658116
279546955,1005626823,guarantees,1008567263
279546956,1004040336,guarantees,1012513504
279546957,1001789734,guarantees,1012600036
279546962,1000834693,guarantees,1011014903
279546963,1002962946,guarantees,1009301677
279546967,1008142660,guarantees,1012396411
279546969,1005358949,guarantees,1011647719
279546970,1000165272,guarantees,1012387289
279546971,1002187052,guarantees,1012807339
279546972,1005700973,guarantees,1012109608
279546974,1000363727,guarantees,1000226767
279546976,1001542218,guarantees,1003676971
279546977,1000649736,guarantees,1012340625
279546978,1000596730,guarantees,1011442541
279546979,1002747418,guarantees,1002747418
279546981,1009723767,guarantees,1010189469
279546982,1009267783,guarantees,1007457088
279546986,1002584214,guarantees,1002592580
279546987,1005151916,guarantees,1011740392
279546989,1005027749,guarantees,1011831657
279546994,1000813208,guarantees,1000813208
279546995,1002847519,guarantees,1007290506
279546996,1004234057,guarantees,1002313812
279546999,1004473090,guarantees,1012234401
279547002,1006106438,guarantees,1011445364
279547003,1005027749,guarantees,1012107262
279547004,1009324583,guarantees,1011623074
279547005,1007818285,guarantees,1011487404
279547007,1008081830,guarantees,1000584360
279547008,1010838326,guarantees,1012287314
279547009,1007158417,guarantees,1011387185
279547010,1009324583,guarantees,1011932788
279547011,1010876040,guarantees,1010833744
279547013,1005385967,guarantees,1007538192
279547014,1008616417,guarantees,1012709135
279547015,1006512195,guarantees,1012732753
279547017,1010923192,guarantees,1012076695
279547019,1011007004,guarantees,1012475258
279547020,1006683069,guarantees,1010750632
279547021,1011006883,guarantees,1010894472
279547022,1011136140,guarantees,1012705241
279547023,1007384286,guarantees,1012867691
279547025,1009490223,guarantees,1011516032
279547028,1009490223,guarantees,1011337744
279547029,1008645254,guarantees,1012357288
279547032,1009355254,guarantees,1011514785
279547033,1011163692,guarantees,1011776632
279547037,1011149203,guarantees,1000581709
279547040,1009475723,guarantees,1011749847
279547042,1010932603,guarantees,1011914213
279547044,1010723350,guarantees,1009956302
279547045,1010805231,guarantees,1012879133
279547046,1010990139,guarantees,1010932374
279547048,1009477592,guarantees,1011009286
279547051,1009324084,guarantees,1011800315
279547055,1010974170,guarantees,1011206643
279547059,1011402725,guarantees,1011442621
279547060,1010903732,guarantees,1010903732
279547061,1008671718,guarantees,1009157205
279547062,1010864417,guarantees,1012378374
279547063,1010898580,guarantees,1010898580
279547064,1010876040,guarantees,1010931057
279547065,1010932603,guarantees,1010879380
279547067,1006199769,guarantees,1011045452
279547068,1011132091,guarantees,1012799904
279547070,1011272892,guarantees,1011272892
279547071,1011114709,guarantees,1011306692
279547072,1011548951,guarantees,1012379126
279547074,1011380455,guarantees,1011183097
279547075,1011149890,guarantees,1011155470
279547077,1011471571,guarantees,1012041355
279547078,1011581992,guarantees,1011865964
279547079,1011580279,guarantees,1008059131
279547080,1011014903,guarantees,1000640703
279547081,1011188652,guarantees,1012095493
279547085,1011007004,guarantees,1000503742
279547086,1011412038,guarantees,1011412038
279547088,1011433440,guarantees,1001898048
279547090,1011771590,guarantees,1012142473
279547091,1011350457,guarantees,1003921538
279547092,1011300068,guarantees,1011946110
279547094,1011350457,guarantees,1011001630
279547095,1011762053,guarantees,1012103214
279547096,1011749761,guarantees,1012400409
279547100,1011554978,guarantees,1011554978
279547102,1011206654,guarantees,1011101180
279547104,1011468046,guarantees,1011468046
279547105,1011524261,guarantees,1011524261
279547107,1011528083,guarantees,1000708449
279547109,1011504018,guarantees,1011227592
279547112,1011565907,guarantees,1011999416
279547114,1011870432,guarantees,1011873241
279547115,1011473077,guarantees,1012043795
279547117,1011830805,guarantees,1011537905
279547121,1011668785,guarantees,1012058900
279547122,1011719187,guarantees,1011719187
279547123,1011387543,guarantees,1005157645
279547125,1011604763,guarantees,1011604763
279547126,1011967942,guarantees,1010854673
279547127,1011567240,guarantees,1011877725
279547128,1011747853,guarantees,1011880725
279547129,1011929322,guarantees,1011403833
279547131,1011930635,guarantees,1012382426
279547132,1011981885,guarantees,1011448301
279547133,1011738577,guarantees,1011694864
279547135,1011567240,guarantees,1011708719
279547137,1011594533,guarantees,1011814363
279547139,1011574534,guarantees,1012241795
279547140,1011742619,guarantees,1008254525
279547141,1011763311,guarantees,1011752468
279547148,1012077094,guarantees,1012110688
279547149,1011814292,guarantees,1011491421
279547150,1011989620,guarantees,1010945653
279547151,1011775919,guarantees,1011231759
279547153,1011767459,guarantees,1012420460
279547158,1012077094,guarantees,1012417608
279547159,1011744022,guarantees,1011975656
279547162,1012110482,guarantees,1010771881
279547170,1007988779,guarantees,1012151715
279547173,1011942885,guarantees,1011863501
279547174,1012179335,guarantees,1011930886
279547175,1012304174,guarantees,1011786994
279547177,1011993120,guarantees,1011993120
279547178,1012282278,guarantees,1001971631
279547179,1012314812,guarantees,1012814952
279547180,1012272820,guarantees,1012137065
279547181,1011866251,guarantees,1011767857
279547185,1011950460,guarantees,1011387621
279547186,1011989620,guarantees,1011874074
279547187,1011451035,guarantees,1011451035
279547188,1011341992,guarantees,1011458977
279547189,1011336957,guarantees,1001269723
279547190,1011468711,guarantees,1009408205
279547191,1012314812,guarantees,1012081775
279547192,1012025631,guarantees,1012021397
279547193,1011931217,guarantees,1011931217
279547194,1011989620,guarantees,1011955286
279547198,1012404487,guarantees,1009317957
279547199,1011970816,guarantees,1012048320
279547201,1011527111,guarantees,1011364557
279547202,1011594533,guarantees,1012091390
279547212,1011529165,guarantees,1011400281
279547213,1012414926,guarantees,1011306175
279547216,1011520399,guarantees,1012746964
279547217,1011645667,guarantees,1012358842
279547219,1012411461,guarantees,1007432004
279547223,1012314812,guarantees,1012014088
279547226,1012478659,guarantees,1005842497
279547233,1011529165,guarantees,1011421035
279547236,1011816291,guarantees,1006506753
279547237,1012632136,guarantees,1011182666
279547238,1012792265,guarantees,1011388856
279547240,1011718990,guarantees,1012337052
279547242,1011888145,guarantees,1012109796
279547243,1012314812,guarantees,1011502435
279547244,1012405891,guarantees,1012031387
279547245,1011723871,guarantees,1012621613
279547246,1012659038,guarantees,1012803522
279547247,1012140891,guarantees,1011912771
279547248,1012278909,guarantees,1010833383
279547249,1012382684,guarantees,1012536595
279547252,1011777986,guarantees,1012552692
279547253,1012592060,guarantees,1011744292
279547257,1011824182,guarantees,1012805937
279547258,1012865970,guarantees,1011975132
279547259,1011888145,guarantees,1002062929
279547261,1011749761,guarantees,1012878815
279547264,1011787224,guarantees,1011235311
279547267,1011855254,guarantees,1012546230
279547268,1011814292,guarantees,1011814550
279547269,1011970816,guarantees,1012127433
279547270,1011152828,guarantees,1012009243
279547271,1012294106,guarantees,1012873935
279547272,1012314812,guarantees,1012382149
279547273,1012433819,guarantees,1011995687
279547274,1012482707,guarantees,1001185833
279547276,1012003222,guarantees,1011739602
279547277,1012101541,guarantees,1012139824
279547283,1011333612,guarantees,1011515785
279547285,1011930160,guarantees,1011869803
279547287,1012116944,guarantees,1012343577
279547288,1012262055,guarantees,1011929194
279547291,1012134333,guarantees,1012136117
279547294,1012019226,guarantees,1012044798
279547296,1012555803,guarantees,1007668969
279547297,1012742620,guarantees,1011609923
279547298,1012869109,guarantees,1011505710
279547302,1011758735,guarantees,1011808932
279547305,1011989620,guarantees,1012496537
279547307,1012015515,guarantees,1012314564
279547308,1012098212,guarantees,1011378827
279547309,1012248139,guarantees,1012248139
279547311,1012827989,guarantees,1011691548
279547312,1012322728,guarantees,1012101818
279547313,1012408890,guarantees,1012668303
279547314,1012586987,guarantees,1004060759
279547315,1012812294,guarantees,1011043964
279547316,1012109424,guarantees,1012399408
279547317,1012253442,guarantees,1012799904
279547321,1012480330,guarantees,1011894602
279547322,1012675845,guarantees,1012375208
279547323,1012869849,guarantees,1011878046
279547325,1012435521,guarantees,1012437648
279547326,1012566581,guarantees,1012882749
279547328,1012865970,guarantees,1012739134
279547329,1011958683,guarantees,1011339041
279547330,1012364643,guarantees,1010587439
279547331,1012422986,guarantees,1011701544
279547333,1012021689,guarantees,1012137781
279547335,1012534406,guarantees,1004398573
279547336,1012298998,guarantees,1012040645
279547338,1012569675,guarantees,1011768996
279547339,1012733561,guarantees,1003115141
279547341,1012146924,guarantees,1012334572
279547342,1012282278,guarantees,1011298218
279547343,1012364046,guarantees,1011880500
279547344,1012035663,guarantees,1012022847
279547345,1012314812,guarantees,1011009522
279547348,1012447793,guarantees,1012354979
279547350,1012865970,guarantees,1012764925
279547351,1012332713,guarantees,1011748589
279547352,1012866350,guarantees,1011696114
279547353,1012421166,guarantees,1012504329
279547355,1011989620,guarantees,1012710581
279547356,1012050737,guarantees,1012050737
279547357,1012506852,guarantees,1012139565
279547360,1012332713,guarantees,1012265096
279547362,1012448560,guarantees,1011632252
279547363,1012632136,guarantees,1011420322
279547365,1012723877,guarantees,1011863123
279547367,1012140891,guarantees,1010529628
279547371,1011864050,guarantees,1012099889
279547372,1011943776,guarantees,1012266768
279547374,1012877268,guarantees,1012252651
279547376,1012332713,guarantees,1012731467
279547378,1012876782,guarantees,1012805130
279547380,1012427527,guarantees,1011586981
279547381,1012555803,guarantees,1011848626
279547385,1000834034,guarantees,1011852803
279547386,1009324583,guarantees,1003061112
279547387,1010758045,guarantees,1012413958
279547390,1011354038,guarantees,1012539182
279547391,1011604460,guarantees,1011308642
279547393,1011749761,guarantees,1011346238
279547394,1011804567,guarantees,1012134811
279547396,1011944228,guarantees,1011971895
279547397,1011982888,guarantees,1011703903
279547398,1011901770,guarantees,1011840951
279547401,1012297287,guarantees,1011836012
279547402,1012330155,guarantees,1011808089
279547403,1012414644,guarantees,1012279975
279547405,1012543328,guarantees,1012746964
279547406,1012707653,guarantees,1006536359
279547407,1001329252,guarantees,1012733670
279547408,1003092528,guarantees,1012374755
279547410,1008911799,guarantees,1012478706
279547411,1010190335,guarantees,1011746181
279547414,1011265584,guarantees,1011346809
279547416,1011528083,guarantees,1012624619
279547417,1011603029,guarantees,1012578655
279547418,1011749761,guarantees,1012005384
279547419,1011824182,guarantees,1012571731
279547427,1012364265,guarantees,1011803437
279547429,1012444466,guarantees,1006320048
279547430,1012673873,guarantees,1012223652
279547433,1001328436,guarantees,1011354940
279547434,1000662962,guarantees,1002760707
279547435,1002171213,guarantees,1011940874
279547437,1003818405,guarantees,1005963394
279547438,1003400349,guarantees,1008497727
279547440,1003922122,guarantees,1007772837
279547442,1000601377,guarantees,1012317145
279547443,1002173462,guarantees,1010874895
279547444,1002812348,guarantees,1002812348
279547446,1000800543,guarantees,1007765008
279547447,1002931470,guarantees,1011505559
279547450,1000658442,guarantees,1000549757
279547451,1008133111,guarantees,1002414946
279547452,1002171213,guarantees,1011142533
279547454,1007320565,guarantees,1008161245
279547456,1005630696,guarantees,1002994885
279547458,1002504249,guarantees,1011197910
279547460,1001167500,guarantees,1011184876
279547462,1000463258,guarantees,1008838988
279547463,1002504249,guarantees,1012380079
279547464,1001687942,guarantees,1003614364
279547465,1009630345,guarantees,1011397849
279547469,1003545966,guarantees,1006622490
279547471,1005048115,guarantees,1011817891
279547473,1004645811,guarantees,1012317641
279547474,1006404969,guarantees,1006404969
279547476,1005162357,guarantees,1012482384
279547478,1009490223,guarantees,1011693158
279547480,1004085819,guarantees,1000548581
279547481,1003129590,guarantees,1012406887
279547483,1004265832,guarantees,1011270178
279547484,1002966676,guarantees,1011871723
279547487,1004828603,guarantees,1011647890
279547488,1009234093,guarantees,1004234057
279547489,1007513265,guarantees,1011746051
279547492,1010807358,guarantees,1011541944
279547493,1007051208,guarantees,1010092412
279547494,1009324084,guarantees,1012342739
279547495,1010833097,guarantees,1010840850
279547498,1008402495,guarantees,1012730910
279547499,1006509001,guarantees,1012108994
279547503,1011006883,guarantees,1008322533
279547505,1011006883,guarantees,1010457496
279547506,1011136140,guarantees,1012077957
279547507,1007357730,guarantees,1012719263
279547509,1009490223,guarantees,1011101673
279547514,1009490223,guarantees,1012114731
279547516,1009103943,guarantees,1012054157
279547517,1011154954,guarantees,1012744790
279547518,1011323146,guarantees,1011749339
279547521,1011149085,guarantees,1011586465
279547522,1011390771,guarantees,1012050842
279547524,1009355254,guarantees,1003643921
279547526,1010932603,guarantees,1011752209
279547527,1011292279,guarantees,1012582995
279547528,1010558039,guarantees,1000645622
279547530,1010971007,guarantees,1011777924
279547531,1011245101,guarantees,1011244433
279547532,1009355254,guarantees,1011465980
279547533,1009490223,guarantees,1010906646
279547534,1010833097,guarantees,1010770659
279547535,1009204295,guarantees,1006845603
279547536,1009490223,guarantees,1000717231
279547540,1011007004,guarantees,1012715980
279547545,1008569384,guarantees,1011548998
279547546,1010766229,guarantees,1011576650
279547550,1011060607,guarantees,1010919194
279547551,1006158025,guarantees,1009171509
279547552,1011131865,guarantees,1012464682
279547553,1011043821,guarantees,1010752368
279547554,1011265378,guarantees,1011265874
279547556,1011548160,guarantees,1012199383
279547557,1011200576,guarantees,1011200576
279547558,1011354038,guarantees,1011869306
279547559,1011132091,guarantees,1012249858
279547562,1011576914,guarantees,1011576914
279547563,1011571967,guarantees,1011414177
279547564,1011006883,guarantees,1012005408
279547568,1010766229,guarantees,1011758256
279547570,1011402121,guarantees,1011402121
279547571,1011402725,guarantees,1011254865
279547573,1011541842,guarantees,1011414629
279547574,1011769313,guarantees,1011774708
279547579,1011758735,guarantees,1011167899
279547580,1011748429,guarantees,1011952132
279547583,1011261955,guarantees,1004484324
279547584,1011550282,guarantees,1011550282
279547585,1011734837,guarantees,1011207570
279547590,1011265584,guarantees,1010820667
279547592,1011656380,guarantees,1012629026
279547593,1011496236,guarantees,1011381947
279547594,1011862769,guarantees,1011862769
279547595,1011468145,guarantees,1011414607
279547597,1011511801,guarantees,1000581709
279547598,1011870432,guarantees,1011148818
279547599,1011468711,guarantees,1012113010
279547605,1011666198,guarantees,1011101320
279547606,1011716726,guarantees,1012011737
279547608,1011529165,guarantees,1011428645
279547609,1011589315,guarantees,1012697928
279547610,1011967100,guarantees,1011357424
279547611,1011567240,guarantees,1011795532
279547615,1011970816,guarantees,1012426289
279547616,1011978933,guarantees,1011334703
279547617,1011737748,guarantees,1011686156
279547619,1011567240,guarantees,1011439628
279547620,1011594533,guarantees,1011199453
279547622,1011571967,guarantees,1012395283
279547623,1011741260,guarantees,1012052385
279547624,1011760225,guarantees,1011981140
279547627,1012026723,guarantees,1012026723
279547628,1011865964,guarantees,1011595086
279547631,1012077094,guarantees,1011415910
279547636,1011762107,guarantees,1011708719
279547638,1010860745,guarantees,1012646146
279547640,1010973614,guarantees,1012722124
279547641,1012071186,guarantees,1011769628
279547643,1011830805,guarantees,1012406566
279547649,1012110482,guarantees,1010934964
279547651,1011919545,guarantees,1011255412
279547654,1007965222,guarantees,1001177497
279547655,1009355254,guarantees,1012244063
279547656,1011843185,guarantees,1012499123
279547661,1011989620,guarantees,1012633787
279547662,1012110482,guarantees,1007996778
279547663,1012314812,guarantees,1012409598
279547664,1012270008,guarantees,1011892075
279547666,1011922881,guarantees,1012255447
279547668,1011986159,guarantees,1012413489
279547669,1011943776,guarantees,1011948840
279547670,1011989620,guarantees,1011743221
279547671,1011449448,guarantees,1011744398
279547674,1011458754,guarantees,1011832278
279547677,1011928031,guarantees,1011907209
279547678,1011989620,guarantees,1010971288
279547679,1012245395,guarantees,1011737746
279547681,1012318092,guarantees,1012024596
279547682,1012400552,guarantees,1012622972
279547683,1011967593,guarantees,1011967593
279547684,1011043821,guarantees,1011362348
279547685,1011522393,guarantees,1012343740
279547686,1011594533,guarantees,1010953331
279547687,1012029990,guarantees,1012029990
279547695,1012394202,guarantees,1012394202
279547699,1011391583,guarantees,1003725640
279547700,1011517126,guarantees,1004238706
279547704,1012113353,guarantees,1011581117
279547705,1012217213,guarantees,1011100743
279547708,1012077094,guarantees,1003254660
279547710,1012473937,guarantees,1011696000
279547712,1012426678,guarantees,1011972217
279547713,1012555803,guarantees,1003346084
279547717,1011503867,guarantees,1007299118
279547718,1011654325,guarantees,1011656666
279547719,1012404592,guarantees,1011969765
279547720,1011812523,guarantees,1012539828
279547721,1012631020,guarantees,1002928297
279547723,1012675845,guarantees,1012554398
279547724,1011718990,guarantees,1011217724
279547727,1012314812,guarantees,1011495611
279547728,1012402849,guarantees,1000733503
279547729,1011712982,guarantees,1012095866
279547730,1012650603,guarantees,1003965988
279547731,1012140891,guarantees,1011505390
279547733,1012381864,guarantees,1012532821
279547734,1012782936,guarantees,1011060607
279547735,1011688861,guarantees,1011979369
279547737,1012583393,guarantees,1011470990
279547740,1012512555,guarantees,1012512555
279547741,1011824182,guarantees,1011565313
279547742,1012865970,guarantees,1002396140
279547743,1011886000,guarantees,1012723856
279547745,1011749761,guarantees,1011916019
279547746,1012869109,guarantees,1011571779
279547748,1011780805,guarantees,1011776578
279547749,1012738182,guarantees,1011939469
279547750,1012873935,guarantees,1011994689
279547754,1011149890,guarantees,1012757693
279547755,1012293866,guarantees,1012293866
279547757,1012433362,guarantees,1012433362
279547758,1012478659,guarantees,1012872856
279547760,1012000980,guarantees,1012069202
279547763,1011936575,guarantees,1012404173
279547764,1012555803,guarantees,1010384679
279547767,1011323146,guarantees,1011836303
279547768,1011440859,guarantees,1011440859
279547769,1011927644,guarantees,1011937643
279547770,1011532966,guarantees,1011532966
279547771,1012113911,guarantees,1011979982
279547772,1012252096,guarantees,1012249809
279547773,1011937578,guarantees,1012656598
279547777,1012001681,guarantees,1011262802
279547780,1012536323,guarantees,1012010329
279547783,1011862903,guarantees,1012764736
